"island","site","date","habitat","number","result","ground","uniqueID","type"
"rota","tweksberry",2013-07-17,"disturbed","93","unpredated","n","tweksberry-disturbed-93",NA
"rota","tweksberry",2013-07-17,"disturbed","94","unpredated","n","tweksberry-disturbed-94",NA
"rota","tweksberry",2013-07-17,"disturbed","95","unpredated","n","tweksberry-disturbed-95",NA
"rota","tweksberry",2013-07-17,"disturbed","96","unpredated","n","tweksberry-disturbed-96",NA
"rota","tweksberry",2013-07-17,"disturbed","97","unpredated","n","tweksberry-disturbed-97",NA
"rota","tweksberry",2013-07-17,"disturbed","98","unpredated","n","tweksberry-disturbed-98",NA
"rota","tweksberry",2013-07-17,"disturbed","99","unpredated","n","tweksberry-disturbed-99",NA
"rota","tweksberry",2013-07-17,"disturbed","100","unpredated","n","tweksberry-disturbed-100",NA
"rota","tweksberry",2013-07-17,"disturbed","101","unpredated","n","tweksberry-disturbed-101",NA
"rota","tweksberry",2013-07-17,"disturbed","102","predated","n","tweksberry-disturbed-102","C"
"rota","tweksberry",2013-07-17,"disturbed","103","predated","n","tweksberry-disturbed-103","C"
"rota","tweksberry",2013-07-17,"disturbed","105","unpredated","n","tweksberry-disturbed-105",NA
"rota","tweksberry",2013-07-17,"disturbed","106","unpredated","n","tweksberry-disturbed-106",NA
"rota","tweksberry",2013-07-17,"disturbed","107","unpredated","n","tweksberry-disturbed-107",NA
"rota","tweksberry",2013-07-17,"disturbed","108","predated","n","tweksberry-disturbed-108","C"
"rota","tweksberry",2013-07-17,"disturbed","109","predated","n","tweksberry-disturbed-109","??"
"rota","tweksberry",2013-07-17,"disturbed","110","unpredated","n","tweksberry-disturbed-110",NA
"rota","tweksberry",2013-07-17,"disturbed","111","unpredated","n","tweksberry-disturbed-111",NA
"rota","tweksberry",2013-07-17,"disturbed","112","unpredated","n","tweksberry-disturbed-112",NA
"rota","tweksberry",2013-07-17,"disturbed","113","unpredated","n","tweksberry-disturbed-113",NA
"rota","tweksberry",2013-07-17,"disturbed","114","predated","n","tweksberry-disturbed-114","C"
"rota","tweksberry",2013-07-17,"disturbed","115","unpredated","n","tweksberry-disturbed-115",NA
"rota","tweksberry",2013-07-17,"disturbed","116","unpredated","n","tweksberry-disturbed-116",NA
"rota","tweksberry",2013-07-17,"disturbed","117","unpredated","n","tweksberry-disturbed-117",NA
"rota","tweksberry",2013-07-17,"disturbed","118","unpredated","n","tweksberry-disturbed-118",NA
"rota","tweksberry",2013-07-17,"disturbed","119","unpredated","n","tweksberry-disturbed-119",NA
"rota","tweksberry",2013-07-17,"disturbed","120","unpredated","n","tweksberry-disturbed-120",NA
"rota","tweksberry",2013-07-17,"disturbed","121","unpredated","n","tweksberry-disturbed-121",NA
"rota","tweksberry",2013-07-17,"disturbed","122","unpredated","n","tweksberry-disturbed-122",NA
"rota","tweksberry",2013-07-17,"disturbed","123","predated","n","tweksberry-disturbed-123","C"
"rota","tweksberry",2013-07-17,"disturbed","124","unpredated","n","tweksberry-disturbed-124",NA
"rota","tweksberry",2013-07-17,"disturbed","125","unpredated","n","tweksberry-disturbed-125",NA
"rota","tweksberry",2013-07-17,"disturbed","127","unpredated","n","tweksberry-disturbed-127",NA
"rota","tweksberry",2013-07-17,"disturbed","128","unpredated","n","tweksberry-disturbed-128",NA
"rota","tweksberry",2013-07-17,"disturbed","129","unpredated","n","tweksberry-disturbed-129",NA
"rota","tweksberry",2013-07-17,"disturbed","130","unpredated","n","tweksberry-disturbed-130",NA
"rota","tweksberry",2013-07-17,"disturbed","131","unpredated","n","tweksberry-disturbed-131",NA
"rota","tweksberry",2013-07-17,"disturbed","132","predated","y","tweksberry-disturbed-132","I"
"rota","tweksberry",2013-07-17,"disturbed","133","unpredated","n","tweksberry-disturbed-133",NA
"rota","tweksberry",2013-07-17,"disturbed","135","unpredated","n","tweksberry-disturbed-135",NA
"rota","tweksberry",2013-07-17,"disturbed","136","predated","n","tweksberry-disturbed-136","C"
"rota","tweksberry",2013-07-17,"disturbed","137","unpredated","n","tweksberry-disturbed-137",NA
"rota","tweksberry",2013-07-17,"disturbed","138","predated","n","tweksberry-disturbed-138","C"
"rota","tweksberry",2013-07-17,"disturbed","139","predated","n","tweksberry-disturbed-139","C"
"rota","tweksberry",2013-07-17,"disturbed","140","predated","n","tweksberry-disturbed-140","C"
"rota","tweksberry",2013-07-17,"disturbed","141","unpredated","n","tweksberry-disturbed-141",NA
"rota","tweksberry",2013-07-17,"disturbed","143","unpredated","n","tweksberry-disturbed-143",NA
"rota","tweksberry",2013-07-17,"disturbed","144","unpredated","n","tweksberry-disturbed-144",NA
"rota","tweksberry",2013-07-17,"disturbed","145","predated","n","tweksberry-disturbed-145","C"
"rota","tweksberry",2013-07-17,"disturbed","146","unpredated","n","tweksberry-disturbed-146",NA
"rota","tweksberry",2013-07-17,"disturbed","147","unpredated","n","tweksberry-disturbed-147",NA
"rota","tweksberry",2013-07-17,"disturbed","148","unpredated","n","tweksberry-disturbed-148",NA
"rota","tweksberry",2013-07-17,"disturbed","149","predated","n","tweksberry-disturbed-149","C"
"rota","tweksberry",2013-07-17,"disturbed","150","unpredated","n","tweksberry-disturbed-150",NA
"guam","twolovers",2013-07-31,"disturbed","1","unpredated","n","twolovers-disturbed-1",NA
"guam","twolovers",2013-07-31,"disturbed","2","unpredated","n","twolovers-disturbed-2",NA
"guam","twolovers",2013-07-31,"disturbed","3","unpredated","n","twolovers-disturbed-3",NA
"guam","twolovers",2013-07-31,"disturbed","5","unpredated","n","twolovers-disturbed-5",NA
"guam","twolovers",2013-07-31,"disturbed","6","unpredated","n","twolovers-disturbed-6",NA
"guam","twolovers",2013-07-31,"disturbed","7","unpredated","y","twolovers-disturbed-7",NA
"guam","twolovers",2013-07-31,"disturbed","8","predated","n","twolovers-disturbed-8","E"
"guam","twolovers",2013-07-31,"disturbed","9","unpredated","n","twolovers-disturbed-9",NA
"guam","twolovers",2013-07-31,"disturbed","10","unpredated","n","twolovers-disturbed-10",NA
"guam","twolovers",2013-07-31,"disturbed","11","unpredated","n","twolovers-disturbed-11",NA
"guam","twolovers",2013-07-31,"disturbed","12","unpredated","y","twolovers-disturbed-12",NA
"guam","twolovers",2013-07-31,"disturbed","14","unpredated","n","twolovers-disturbed-14",NA
"guam","twolovers",2013-07-31,"disturbed","15","unpredated","n","twolovers-disturbed-15",NA
"guam","twolovers",2013-07-31,"disturbed","16","unpredated","n","twolovers-disturbed-16",NA
"guam","twolovers",2013-07-31,"disturbed","17","predated","y","twolovers-disturbed-17","E"
"guam","twolovers",2013-07-31,"disturbed","19","unpredated","n","twolovers-disturbed-19",NA
"guam","twolovers",2013-07-31,"disturbed","20","unpredated","n","twolovers-disturbed-20",NA
"guam","twolovers",2013-07-31,"disturbed","21","unpredated","n","twolovers-disturbed-21",NA
"guam","twolovers",2013-07-31,"disturbed","22","predated","n","twolovers-disturbed-22","E"
"guam","twolovers",2013-07-31,"disturbed","23","unpredated","n","twolovers-disturbed-23",NA
"guam","twolovers",2013-07-31,"disturbed","24","unpredated","n","twolovers-disturbed-24",NA
"guam","twolovers",2013-07-31,"disturbed","25","predated","y","twolovers-disturbed-25","E"
"guam","twolovers",2013-07-31,"disturbed","26","predated","n","twolovers-disturbed-26","E"
"guam","twolovers",2013-07-31,"disturbed","27","unpredated","n","twolovers-disturbed-27",NA
"guam","twolovers",2013-07-31,"disturbed","28","unpredated","n","twolovers-disturbed-28",NA
"guam","twolovers",2013-07-31,"disturbed","29","unpredated","n","twolovers-disturbed-29",NA
"guam","twolovers",2013-07-31,"disturbed","30","predated","n","twolovers-disturbed-30","E"
"guam","twolovers",2013-07-31,"disturbed","31","unpredated","n","twolovers-disturbed-31",NA
"guam","twolovers",2013-07-31,"disturbed","32","unpredated","n","twolovers-disturbed-32",NA
"guam","twolovers",2013-07-31,"disturbed","33","unpredated","n","twolovers-disturbed-33",NA
"guam","twolovers",2013-07-31,"disturbed","34","unpredated","n","twolovers-disturbed-34",NA
"guam","twolovers",2013-07-31,"disturbed","35","unpredated","n","twolovers-disturbed-35",NA
"guam","twolovers",2013-07-31,"disturbed","36","predated","n","twolovers-disturbed-36","E"
"guam","twolovers",2013-07-31,"disturbed","38","unpredated","n","twolovers-disturbed-38",NA
"guam","twolovers",2013-07-31,"disturbed","39","unpredated","n","twolovers-disturbed-39",NA
"guam","twolovers",2013-07-31,"disturbed","40","predated","n","twolovers-disturbed-40","E"
"guam","twolovers",2013-07-31,"disturbed","41","predated","y","twolovers-disturbed-41","E"
"guam","twolovers",2013-07-31,"disturbed","42","unpredated","n","twolovers-disturbed-42",NA
"guam","twolovers",2013-07-31,"disturbed","43","unpredated","n","twolovers-disturbed-43",NA
"guam","twolovers",2013-07-31,"disturbed","44","unpredated","n","twolovers-disturbed-44",NA
"guam","twolovers",2013-07-31,"disturbed","45","unpredated","n","twolovers-disturbed-45",NA
"guam","twolovers",2013-07-31,"disturbed","46","unpredated","n","twolovers-disturbed-46",NA
"guam","twolovers",2013-07-31,"disturbed","47","unpredated","n","twolovers-disturbed-47",NA
"guam","twolovers",2013-07-31,"disturbed","48","unpredated","n","twolovers-disturbed-48",NA
"guam","twolovers",2013-07-31,"disturbed","49","unpredated","n","twolovers-disturbed-49",NA
"guam","twolovers",2013-07-31,"disturbed","50","unpredated","n","twolovers-disturbed-50",NA
"guam","twolovers",2013-07-31,"disturbed","51","unpredated","n","twolovers-disturbed-51",NA
"guam","twolovers",2013-07-31,"disturbed","52","predated","n","twolovers-disturbed-52","C"
"guam","twolovers",2013-07-31,"disturbed","53","unpredated","n","twolovers-disturbed-53",NA
"guam","twolovers",2013-07-31,"disturbed","54","unpredated","n","twolovers-disturbed-54",NA
"guam","twolovers",2013-07-31,"disturbed","55","unpredated","n","twolovers-disturbed-55",NA
"guam","twolovers",2013-07-31,"disturbed","56","unpredated","n","twolovers-disturbed-56",NA
"guam","twolovers",2013-07-31,"disturbed","57","unpredated","n","twolovers-disturbed-57",NA
"guam","twolovers",2013-07-31,"disturbed","59","unpredated","n","twolovers-disturbed-59",NA
"guam","twolovers",2013-07-31,"disturbed","60","unpredated","n","twolovers-disturbed-60",NA
"guam","twolovers",2013-07-31,"disturbed","62","unpredated","n","twolovers-disturbed-62",NA
"guam","twolovers",2013-07-31,"disturbed","63","unpredated","n","twolovers-disturbed-63",NA
"guam","twolovers",2013-07-31,"disturbed","65","unpredated","n","twolovers-disturbed-65",NA
"guam","twolovers",2013-07-31,"disturbed","66","unpredated","n","twolovers-disturbed-66",NA
"guam","twolovers",2013-07-31,"disturbed","67","unpredated","n","twolovers-disturbed-67",NA
"guam","twolovers",2013-07-31,"disturbed","68","unpredated","n","twolovers-disturbed-68",NA
"guam","twolovers",2013-07-31,"disturbed","69","unpredated","n","twolovers-disturbed-69",NA
"guam","twolovers",2013-07-31,"disturbed","70","unpredated","n","twolovers-disturbed-70",NA
"guam","twolovers",2013-07-31,"disturbed","71","unpredated","n","twolovers-disturbed-71",NA
"guam","twolovers",2013-07-31,"disturbed","72","unpredated","n","twolovers-disturbed-72",NA
"guam","twolovers",2013-07-31,"disturbed","73","unpredated","n","twolovers-disturbed-73",NA
"guam","twolovers",2013-07-31,"disturbed","74","unpredated","n","twolovers-disturbed-74",NA
"guam","twolovers",2013-07-31,"disturbed","75","unpredated","n","twolovers-disturbed-75",NA
"guam","twolovers",2013-07-31,"disturbed","76","unpredated","n","twolovers-disturbed-76",NA
"guam","twolovers",2013-07-31,"disturbed","77","unpredated","n","twolovers-disturbed-77",NA
"guam","twolovers",2013-07-31,"disturbed","78","unpredated","n","twolovers-disturbed-78",NA
"guam","twolovers",2013-07-31,"disturbed","79","predated","n","twolovers-disturbed-79","B"
"guam","twolovers",2013-07-31,"disturbed","80","unpredated","n","twolovers-disturbed-80",NA
"guam","twolovers",2013-07-31,"disturbed","81","unpredated","n","twolovers-disturbed-81",NA
"guam","twolovers",2013-07-31,"disturbed","82","unpredated","n","twolovers-disturbed-82",NA
"guam","twolovers",2013-07-31,"disturbed","83","unpredated","n","twolovers-disturbed-83",NA
"guam","twolovers",2013-07-31,"disturbed","84","unpredated","n","twolovers-disturbed-84",NA
"guam","twolovers",2013-07-31,"disturbed","85","unpredated","n","twolovers-disturbed-85",NA
"guam","twolovers",2013-07-31,"disturbed","86","unpredated","n","twolovers-disturbed-86",NA
"guam","twolovers",2013-07-31,"disturbed","87","unpredated","n","twolovers-disturbed-87",NA
"guam","twolovers",2013-07-31,"disturbed","88","unpredated","n","twolovers-disturbed-88",NA
"guam","twolovers",2013-07-31,"disturbed","89","predated","n","twolovers-disturbed-89","H"
"guam","twolovers",2013-07-31,"disturbed","90","unpredated","n","twolovers-disturbed-90",NA
"guam","twolovers",2013-07-31,"disturbed","92","unpredated","n","twolovers-disturbed-92",NA
"guam","twolovers",2013-07-31,"disturbed","94","unpredated","n","twolovers-disturbed-94",NA
"guam","twolovers",2013-07-31,"disturbed","95","unpredated","n","twolovers-disturbed-95",NA
"guam","twolovers",2013-07-31,"disturbed","96","unpredated","n","twolovers-disturbed-96",NA
"guam","twolovers",2013-07-31,"disturbed","97","unpredated","n","twolovers-disturbed-97",NA
"guam","twolovers",2013-07-31,"disturbed","98","unpredated","n","twolovers-disturbed-98",NA
"guam","twolovers",2013-07-31,"disturbed","99","unpredated","n","twolovers-disturbed-99",NA
"guam","twolovers",2013-07-31,"disturbed","100","unpredated","n","twolovers-disturbed-100",NA
"guam","twolovers",2013-07-31,"disturbed","101","unpredated","n","twolovers-disturbed-101",NA
"guam","twolovers",2013-07-31,"disturbed","102","predated","n","twolovers-disturbed-102","C"
"guam","twolovers",2013-07-31,"disturbed","103","predated","n","twolovers-disturbed-103","C"
"guam","twolovers",2013-07-31,"disturbed","105","predated","y","twolovers-disturbed-105","E"
"guam","twolovers",2013-07-31,"disturbed","106","unpredated","n","twolovers-disturbed-106",NA
"guam","twolovers",2013-07-31,"disturbed","107","unpredated","n","twolovers-disturbed-107",NA
"guam","twolovers",2013-07-31,"disturbed","109","unpredated","n","twolovers-disturbed-109",NA
"guam","twolovers",2013-07-31,"disturbed","110","unpredated","n","twolovers-disturbed-110",NA
"guam","twolovers",2013-07-31,"disturbed","111","unpredated","n","twolovers-disturbed-111",NA
"guam","twolovers",2013-07-31,"disturbed","112","unpredated","n","twolovers-disturbed-112",NA
"guam","twolovers",2013-07-31,"disturbed","113","unpredated","n","twolovers-disturbed-113",NA
"guam","twolovers",2013-07-31,"disturbed","114","unpredated","n","twolovers-disturbed-114",NA
"guam","twolovers",2013-07-31,"disturbed","115","predated","y","twolovers-disturbed-115","E"
"guam","twolovers",2013-07-31,"disturbed","116","unpredated","n","twolovers-disturbed-116",NA
"guam","twolovers",2013-07-31,"disturbed","117","predated","y","twolovers-disturbed-117","E"
"guam","twolovers",2013-07-31,"disturbed","118","unpredated","n","twolovers-disturbed-118",NA
"guam","twolovers",2013-07-31,"disturbed","119","unpredated","n","twolovers-disturbed-119",NA
"guam","twolovers",2013-07-31,"disturbed","120","unpredated","n","twolovers-disturbed-120",NA
"guam","twolovers",2013-07-31,"disturbed","121","unpredated","n","twolovers-disturbed-121",NA
"guam","twolovers",2013-07-31,"disturbed","122","unpredated","n","twolovers-disturbed-122",NA
"guam","twolovers",2013-07-31,"disturbed","123","unpredated","n","twolovers-disturbed-123",NA
"guam","twolovers",2013-07-31,"disturbed","124","unpredated","n","twolovers-disturbed-124",NA
"guam","twolovers",2013-07-31,"disturbed","125","unpredated","n","twolovers-disturbed-125",NA
"guam","twolovers",2013-07-31,"disturbed","126","unpredated","n","twolovers-disturbed-126",NA
"guam","twolovers",2013-07-31,"disturbed","127","unpredated","n","twolovers-disturbed-127",NA
"guam","twolovers",2013-07-31,"disturbed","128","unpredated","n","twolovers-disturbed-128",NA
"guam","twolovers",2013-07-31,"disturbed","129","unpredated","n","twolovers-disturbed-129",NA
"guam","twolovers",2013-07-31,"disturbed","130","unpredated","n","twolovers-disturbed-130",NA
"guam","twolovers",2013-07-31,"disturbed","131","unpredated","n","twolovers-disturbed-131",NA
"guam","twolovers",2013-07-31,"disturbed","132","unpredated","n","twolovers-disturbed-132",NA
"guam","twolovers",2013-07-31,"disturbed","133","unpredated","n","twolovers-disturbed-133",NA
"guam","twolovers",2013-07-31,"disturbed","136","unpredated","n","twolovers-disturbed-136",NA
"guam","twolovers",2013-07-31,"disturbed","137","unpredated","n","twolovers-disturbed-137",NA
"guam","twolovers",2013-07-31,"disturbed","138","unpredated","n","twolovers-disturbed-138",NA
"guam","twolovers",2013-07-31,"disturbed","139","predated","y","twolovers-disturbed-139","E"
"guam","twolovers",2013-07-31,"disturbed","140","unpredated","n","twolovers-disturbed-140",NA
"guam","twolovers",2013-07-31,"disturbed","141","predated","n","twolovers-disturbed-141","A"
"guam","twolovers",2013-07-31,"disturbed","142","unpredated","n","twolovers-disturbed-142",NA
"guam","twolovers",2013-07-31,"disturbed","143","unpredated","n","twolovers-disturbed-143",NA
"guam","twolovers",2013-07-31,"disturbed","144","unpredated","n","twolovers-disturbed-144",NA
"guam","twolovers",2013-07-31,"disturbed","145","unpredated","n","twolovers-disturbed-145",NA
"guam","twolovers",2013-07-31,"disturbed","146","unpredated","n","twolovers-disturbed-146",NA
"guam","twolovers",2013-07-31,"disturbed","147","unpredated","n","twolovers-disturbed-147",NA
"guam","twolovers",2013-07-31,"disturbed","148","unpredated","n","twolovers-disturbed-148",NA
"guam","twolovers",2013-07-31,"disturbed","149","unpredated","n","twolovers-disturbed-149",NA
"guam","twolovers",2013-07-31,"disturbed","150","unpredated","n","twolovers-disturbed-150",NA
